99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,192,192
99999,125,125
99999,192,192
99999,125,125
99999,192,192
99999,125,125
99999,240,240
99999,196,196
99999,140,140
99999,78,78
99999,3,3
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,3,3
99999,140,140
99999,78,78
99999,140,140
99999,78,78
99999,140,140
99999,78,78
99999,78,78
99999,45,45
99999,140,140
99999,78,78
99999,78,78
99999,140,140
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,192,192
99999,120,120
99999,240,240
99999,78,78
99999,140,140
99999,78,78
99999,3,3
99999,78,78
99999,78,78
99999,140,140
99999,78,78
99999,140,140
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,3,3
99999,78,78
99999,78,78
99999,195,195
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,3,3
99999,78,78
99999,78,78
99999,78,78
99999,3,3
99999,78,78
99999,78,78
99999,3,3
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,195,195
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,220,220
99999,78,78
99999,78,78
99999,78,78
99999,3,3
99999,78,78
99999,3,3
99999,78,78
99999,78,78
99999,3,3
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,3,3
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,140,140
99999,78,78
99999,240,240
99999,240,240
99999,78,78
99999,240,240
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,195,195
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,140,140
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,3,3
99999,78,78
99999,78,78
99999,3,3
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,195,195
99999,78,78
99999,3,3
99999,3,3
99999,78,78
99999,78,78
99999,3,3
99999,195,195
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,140,140
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,3,3
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,3,3
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,195,195
99999,195,195
99999,5,5
99999,197,197
99999,196,196
99999,78,78
99999,195,195
99999,195,195
99999,140,140
99999,78,78
99999,195,195
99999,195,195
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,125,125
99999,78,78
99999,3,3
99999,78,78
99999,78,78
99999,3,3
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,3,3
99999,78,78
99999,10,10
99999,196,196
99999,78,78
99999,196,196
99999,140,140
99999,78,78
99999,78,78
99999,3,3
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,195,195
99999,195,195
99999,196,196
99999,78,78
99999,78,78
99999,78,78
99999,140,140
99999,78,78
99999,78,78
99999,140,140
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,140,140
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,125,125
99999,125,125
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,140,140
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,4,4
99999,195,195
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,3,3
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,78,78
99999,120,120
99999,240,240
99999,265,265
99999,40,40
99999,40,40
99999,175,175
99999,242,242
99999,78,78
99999,78,78
