99999,311,311
99999,168,168
99999,3,3
99999,292,292
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,168,168
99999,3,3
99999,240,240
99999,195,195
99999,195,195
99999,195,195
99999,195,195
99999,195,195
99999,195,195
99999,195,195
99999,5,5
99999,221,221
99999,221,221
99999,197,197
99999,140,140
99999,3,3
99999,221,221
99999,221,221
99999,221,221
99999,33,33
99999,197,197
99999,140,140
99999,3,3
99999,221,221
99999,5,5
99999,5,5
99999,221,221
99999,221,221
99999,221,221
99999,221,221
99999,140,140
99999,4,4
99999,140,140
99999,3,3
99999,6,6
99999,6,6
99999,10,10
99999,221,221
99999,221,221
99999,221,221
99999,6,6
99999,195,195
99999,195,195
99999,195,195
99999,195,195
99999,195,195
99999,195,195
99999,195,195
99999,5,5
99999,221,221
99999,221,221
99999,197,197
99999,140,140
99999,3,3
99999,221,221
99999,221,221
99999,221,221
99999,33,33
99999,197,197
99999,140,140
99999,3,3
99999,221,221
99999,5,5
99999,5,5
99999,221,221
99999,221,221
99999,221,221
99999,221,221
99999,140,140
99999,4,4
99999,140,140
99999,3,3
99999,6,6
99999,6,6
99999,10,10
99999,221,221
99999,221,221
99999,221,221
99999,6,6
99999,240,240
99999,168,168
99999,3,3
99999,240,240
99999,195,195
99999,195,195
99999,195,195
99999,195,195
99999,195,195
99999,195,195
99999,195,195
99999,5,5
99999,221,221
99999,221,221
99999,197,197
99999,140,140
99999,3,3
99999,221,221
99999,221,221
99999,221,221
99999,33,33
99999,197,197
99999,140,140
99999,3,3
99999,221,221
99999,5,5
99999,5,5
99999,221,221
99999,221,221
99999,221,221
99999,221,221
99999,140,140
99999,4,4
99999,140,140
99999,3,3
99999,6,6
99999,6,6
99999,10,10
99999,221,221
99999,221,221
99999,221,221
99999,6,6
99999,195,195
99999,195,195
99999,195,195
99999,195,195
99999,195,195
99999,195,195
99999,195,195
99999,5,5
99999,221,221
99999,221,221
99999,197,197
99999,140,140
99999,3,3
99999,221,221
99999,221,221
99999,221,221
99999,33,33
99999,197,197
99999,140,140
99999,3,3
99999,221,221
99999,5,5
99999,5,5
99999,221,221
99999,221,221
99999,221,221
99999,221,221
99999,140,140
99999,4,4
99999,140,140
99999,3,3
99999,6,6
99999,6,6
99999,10,10
99999,221,221
99999,221,221
99999,221,221
99999,6,6
99999,240,240
99999,219,219
