99999,5,5
99999,5,5
99999,168,168
99999,5,5
99999,6,6
99999,265,265
99999,168,168
99999,5,5
99999,5,5
99999,5,5
99999,6,6
99999,168,168
99999,5,5
99999,168,168
99999,5,5
99999,6,6
99999,5,5
99999,168,168
99999,265,265
99999,5,5
99999,168,168
99999,265,265
99999,168,168
99999,5,5
99999,5,5
99999,5,5
99999,168,168
99999,6,6
99999,6,6
99999,5,5
99999,5,5
99999,6,6
99999,265,265
99999,168,168
99999,5,5
99999,5,5
99999,265,265
99999,5,5
99999,5,5
99999,168,168
99999,265,265
99999,5,5
99999,5,5
99999,168,168
99999,265,265
99999,265,265
99999,6,6
99999,5,5
99999,265,265
99999,5,5
99999,5,5
99999,265,265
99999,265,265
99999,6,6
99999,168,168
99999,5,5
99999,6,6
99999,265,265
99999,168,168
99999,5,5
99999,6,6
99999,5,5
99999,168,168
99999,5,5
99999,6,6
99999,6,6
99999,265,265
99999,168,168
99999,6,6
99999,168,168
99999,168,168
99999,168,168
99999,5,5
99999,6,6
99999,265,265
99999,5,5
99999,5,5
99999,6,6
99999,265,265
99999,6,6
99999,265,265
99999,265,265
99999,6,6
99999,5,5
99999,5,5
99999,265,265
99999,265,265
99999,5,5
99999,6,6
99999,168,168
99999,168,168
99999,265,265
99999,5,5
99999,6,6
99999,5,5
99999,168,168
99999,6,6
99999,168,168
99999,265,265
99999,168,168
99999,5,5
99999,168,168
99999,6,6
99999,168,168
99999,168,168
99999,6,6
99999,6,6
99999,168,168
99999,5,5
99999,6,6
99999,6,6
99999,168,168
99999,6,6
99999,265,265
99999,168,168
99999,168,168
99999,5,5
99999,6,6
99999,6,6
99999,265,265
99999,6,6
99999,265,265
99999,5,5
99999,5,5
99999,168,168
99999,5,5
99999,168,168
99999,5,5
99999,5,5
99999,6,6
99999,265,265
99999,6,6
99999,5,5
99999,5,5
99999,6,6
99999,5,5
99999,6,6
99999,265,265
99999,168,168
99999,6,6
99999,265,265
99999,168,168
99999,5,5
99999,265,265
99999,168,168
99999,168,168
99999,5,5
99999,6,6
99999,265,265
99999,5,5
99999,6,6
99999,168,168
99999,168,168
99999,168,168
99999,5,5
99999,265,265
99999,6,6
99999,5,5
99999,6,6
99999,5,5
99999,265,265
99999,5,5
99999,265,265
99999,265,265
99999,5,5
99999,168,168
99999,265,265
99999,6,6
99999,5,5
99999,168,168
99999,6,6
