99999,196,196
99999,27,27
99999,5,5
99999,195,195
99999,309,309
99999,195,195
99999,5,5
99999,27,27
99999,102,102
99999,309,309
99999,102,102
99999,309,309
99999,102,102
99999,309,309
99999,102,102
99999,10,10
99999,27,27
99999,309,309
99999,102,102
99999,6,6
99999,27,27
99999,102,102
99999,309,309
99999,5,5
99999,102,102
99999,102,102
99999,195,195
99999,27,27
99999,85,85
99999,102,102
99999,5,5
99999,27,27
99999,27,27
99999,309,309
99999,27,27
99999,102,102
99999,27,27
99999,309,309
99999,102,102
99999,102,102
99999,309,309
99999,102,102
99999,27,27
99999,85,85
99999,102,102
99999,85,85
99999,5,5
99999,265,265
99999,102,102
99999,102,102
99999,102,102
99999,85,85
99999,195,195
99999,265,265
99999,5,5
99999,196,196
99999,196,196
99999,265,265
99999,10,10
99999,102,102
99999,102,102
99999,6,6
99999,27,27
99999,5,5
99999,102,102
99999,102,102
99999,102,102
99999,102,102
99999,309,309
99999,102,102
99999,102,102
99999,309,309
99999,5,5
99999,6,6
99999,309,309
99999,5,5
99999,5,5
99999,102,102
99999,309,309
99999,5,5
99999,309,309
99999,309,309
99999,309,309
99999,5,5
99999,309,309
99999,102,102
99999,102,102
99999,6,6
99999,27,27
99999,5,5
99999,102,102
99999,265,265
99999,10,10
99999,10,10
99999,102,102
99999,85,85
99999,10,10
99999,102,102
99999,102,102
99999,102,102
99999,102,102
99999,27,27
99999,102,102
99999,5,5
99999,309,309
99999,5,5
99999,102,102
99999,102,102
99999,102,102
99999,309,309
99999,5,5
99999,5,5
99999,102,102
99999,102,102
99999,85,85
99999,265,265
99999,10,10
99999,102,102
99999,102,102
99999,195,195
99999,27,27
99999,85,85
99999,102,102
99999,85,85
99999,27,27
99999,27,27
99999,102,102
99999,309,309
99999,309,309
99999,102,102
99999,27,27
99999,309,309
99999,10,10
99999,309,309
99999,309,309
99999,309,309
99999,102,102
99999,102,102
99999,85,85
99999,85,85
99999,196,196
99999,265,265
99999,102,102
99999,27,27
99999,102,102
99999,27,27
99999,102,102
99999,309,309
99999,309,309
99999,102,102
99999,309,309
99999,102,102
99999,309,309
99999,27,27
99999,196,196
99999,196,196
99999,102,102
99999,27,27
99999,102,102
99999,102,102
99999,102,102
99999,102,102
99999,309,309
99999,102,102
99999,309,309
99999,102,102
99999,309,309
99999,102,102
99999,27,27
99999,85,85
99999,195,195
99999,102,102
99999,102,102
99999,5,5
99999,10,10
99999,102,102
99999,5,5
99999,195,195
99999,309,309
99999,102,102
99999,27,27
99999,6,6
99999,309,309
99999,85,85
99999,6,6
99999,309,309
99999,102,102
99999,309,309
99999,309,309
99999,85,85
99999,5,5
99999,102,102
99999,102,102
99999,309,309
99999,102,102
99999,27,27
99999,85,85
99999,195,195
99999,85,85
99999,195,195
99999,85,85
99999,195,195
99999,85,85
99999,85,85
99999,195,195
99999,85,85
99999,195,195
99999,196,196
99999,102,102
99999,102,102
99999,5,5
99999,102,102
99999,27,27
99999,85,85
99999,6,6
99999,85,85
99999,85,85
99999,195,195
99999,265,265
99999,5,5
99999,102,102
99999,195,195
99999,102,102
99999,85,85
99999,195,195
99999,85,85
99999,196,196
99999,6,6
99999,309,309
99999,102,102
99999,102,102
99999,102,102
99999,309,309
99999,102,102
99999,309,309
99999,309,309
99999,102,102
99999,102,102
99999,309,309
99999,195,195
99999,196,196
99999,196,196
99999,265,265
99999,10,10
99999,102,102
99999,102,102
99999,6,6
99999,27,27
99999,5,5
99999,309,309
99999,195,195
99999,85,85
99999,10,10
99999,102,102
99999,102,102
99999,309,309
99999,309,309
99999,102,102
99999,102,102
99999,102,102
99999,196,196
99999,5,5
99999,5,5
